semester,student_id,course_code,course_name,normal_year_taken,student_index,student_label,course_index
Semester 1,D3199876,MATH08057,Introduction to Linear Algebra,1,433,Student_433,4
Semester 1,O1844875,MATH08057,Introduction to Linear Algebra,1,1761,Student_1761,4
Semester 1,O8955843,MATH08057,Introduction to Linear Algebra,1,1838,Student_1838,4
Semester 1,L4932194,MATH08057,Introduction to Linear Algebra,1,1424,Student_1424,4
Semester 1,I4665061,MATH08057,Introduction to Linear Algebra,1,1098,Student_1098,4
Semester 1,D5062057,MATH08057,Introduction to Linear Algebra,1,466,Student_466,4
Semester 1,B1205626,MATH08057,Introduction to Linear Algebra,1,149,Student_149,4
Semester 1,T7002836,MATH08057,Introduction to Linear Algebra,1,2398,Student_2398,4
Semester 1,C3587198,MATH08057,Introduction to Linear Algebra,1,304,Student_304,4
Semester 1,D3400704,MATH08057,Introduction to Linear Algebra,1,439,Student_439,4
Semester 1,N5478850,MATH08057,Introduction to Linear Algebra,1,1689,Student_1689,4
Semester 1,W1980722,MATH08057,Introduction to Linear Algebra,1,2708,Student_2708,4
Semester 1,Z6963670,MATH08057,Introduction to Linear Algebra,1,3120,Student_3120,4
Semester 1,Q2046340,MATH08057,Introduction to Linear Algebra,1,2008,Student_2008,4
Semester 1,C7623831,MATH08057,Introduction to Linear Algebra,1,355,Student_355,4
Semester 1,E0747323,MATH08057,Introduction to Linear Algebra,1,523,Student_523,4
Semester 1,J7109726,MATH08057,Introduction to Linear Algebra,1,1236,Student_1236,4
Semester 1,V3102209,MATH08057,Introduction to Linear Algebra,1,2581,Student_2581,4
Semester 1,H2355211,MATH08057,Introduction to Linear Algebra,1,939,Student_939,4
Semester 1,E6137102,MATH08057,Introduction to Linear Algebra,1,596,Student_596,4
Semester 1,K4444581,MATH08057,Introduction to Linear Algebra,1,1316,Student_1316,4
Semester 1,R8220124,MATH08057,Introduction to Linear Algebra,1,2194,Student_2194,4
Semester 1,Q0242211,MATH08057,Introduction to Linear Algebra,1,1990,Student_1990,4
Semester 1,H1459380,MATH08057,Introduction to Linear Algebra,1,910,Student_910,4
Semester 1,M2813489,MATH08057,Introduction to Linear Algebra,1,1527,Student_1527,4
Semester 1,M8515574,MATH08057,Introduction to Linear Algebra,1,1605,Student_1605,4
Semester 1,S8770349,MATH08057,Introduction to Linear Algebra,1,2299,Student_2299,4
Semester 1,H8689276,MATH08057,Introduction to Linear Algebra,1,1032,Student_1032,4
Semester 1,R6054978,MATH08057,Introduction to Linear Algebra,1,2172,Student_2172,4
Semester 1,H8417770,MATH08057,Introduction to Linear Algebra,1,1029,Student_1029,4
Semester 1,D3284674,MATH08057,Introduction to Linear Algebra,1,437,Student_437,4
Semester 1,A7673885,MATH08057,Introduction to Linear Algebra,1,111,Student_111,4
Semester 1,F6713758,MATH08057,Introduction to Linear Algebra,1,715,Student_715,4
Semester 1,I9357090,MATH08057,Introduction to Linear Algebra,1,1153,Student_1153,4
Semester 1,L1986097,MATH08057,Introduction to Linear Algebra,1,1392,Student_1392,4
Semester 1,X9428454,MATH08057,Introduction to Linear Algebra,1,2908,Student_2908,4
Semester 1,M3363844,MATH08057,Introduction to Linear Algebra,1,1533,Student_1533,4
Semester 1,W6346034,MATH08057,Introduction to Linear Algebra,1,2757,Student_2757,4
Semester 1,U1234376,MATH08057,Introduction to Linear Algebra,1,2449,Student_2449,4
Semester 1,C3985593,MATH08057,Introduction to Linear Algebra,1,308,Student_308,4
Semester 1,O4269345,MATH08057,Introduction to Linear Algebra,1,1791,Student_1791,4
Semester 1,R7962920,MATH08057,Introduction to Linear Algebra,1,2191,Student_2191,4
Semester 1,O1892731,MATH08057,Introduction to Linear Algebra,1,1763,Student_1763,4
Semester 1,Y1592139,MATH08057,Introduction to Linear Algebra,1,2941,Student_2941,4
Semester 1,X1224526,MATH08057,Introduction to Linear Algebra,1,2828,Student_2828,4
Semester 1,S0217841,MATH08057,Introduction to Linear Algebra,1,2213,Student_2213,4
Semester 1,Y0238249,MATH08057,Introduction to Linear Algebra,1,2922,Student_2922,4
Semester 1,Y3059378,MATH08057,Introduction to Linear Algebra,1,2955,Student_2955,4
Semester 1,X1771309,MATH08057,Introduction to Linear Algebra,1,2840,Student_2840,4
Semester 1,F4559047,MATH08057,Introduction to Linear Algebra,1,688,Student_688,4
Semester 1,A9844871,MATH08057,Introduction to Linear Algebra,1,131,Student_131,4
Semester 1,J4983226,MATH08057,Introduction to Linear Algebra,1,1209,Student_1209,4
Semester 1,Y1138579,MATH08057,Introduction to Linear Algebra,1,2935,Student_2935,4
Semester 1,J7207673,MATH08057,Introduction to Linear Algebra,1,1237,Student_1237,4
Semester 1,J0358767,MATH08057,Introduction to Linear Algebra,1,1163,Student_1163,4
Semester 1,B7681992,MATH08057,Introduction to Linear Algebra,1,230,Student_230,4
Semester 1,H0114681,MATH08057,Introduction to Linear Algebra,1,890,Student_890,4
Semester 1,C7551659,MATH08057,Introduction to Linear Algebra,1,353,Student_353,4
Semester 1,K6050576,MATH08057,Introduction to Linear Algebra,1,1331,Student_1331,4
Semester 1,O2951582,MATH08057,Introduction to Linear Algebra,1,1778,Student_1778,4
Semester 1,S7650897,MATH08057,Introduction to Linear Algebra,1,2290,Student_2290,4
Semester 1,F8482496,MATH08057,Introduction to Linear Algebra,1,735,Student_735,4
Semester 1,C0400551,MATH08057,Introduction to Linear Algebra,1,264,Student_264,4
Semester 1,V6460110,MATH08057,Introduction to Linear Algebra,1,2633,Student_2633,4
Semester 1,H7750597,MATH08057,Introduction to Linear Algebra,1,1020,Student_1020,4
Semester 1,S5403964,MATH08057,Introduction to Linear Algebra,1,2267,Student_2267,4
Semester 1,X4297136,MATH08057,Introduction to Linear Algebra,1,2865,Student_2865,4
Semester 1,U7973681,MATH08057,Introduction to Linear Algebra,1,2518,Student_2518,4
Semester 1,A6913648,MATH08057,Introduction to Linear Algebra,1,94,Student_94,4
Semester 1,O1476562,MATH08057,Introduction to Linear Algebra,1,1758,Student_1758,4
Semester 1,V5952420,MATH08057,Introduction to Linear Algebra,1,2619,Student_2619,4
Semester 1,Y0328803,MATH08057,Introduction to Linear Algebra,1,2924,Student_2924,4
Semester 1,H5066220,MATH08057,Introduction to Linear Algebra,1,972,Student_972,4
Semester 1,E3005615,MATH08057,Introduction to Linear Algebra,1,563,Student_563,4
Semester 1,E8196081,MATH08057,Introduction to Linear Algebra,1,622,Student_622,4
Semester 1,W9997719,MATH08057,Introduction to Linear Algebra,1,2813,Student_2813,4
Semester 1,W0211997,MATH08057,Introduction to Linear Algebra,1,2679,Student_2679,4
Semester 1,M4727847,MATH08057,Introduction to Linear Algebra,1,1547,Student_1547,4
Semester 1,E9915395,MATH08057,Introduction to Linear Algebra,1,648,Student_648,4
Semester 1,C0811413,MATH08057,Introduction to Linear Algebra,1,269,Student_269,4
Semester 1,Y4473530,MATH08057,Introduction to Linear Algebra,1,2969,Student_2969,4
Semester 1,W7587412,MATH08057,Introduction to Linear Algebra,1,2776,Student_2776,4
Semester 1,O3023521,MATH08057,Introduction to Linear Algebra,1,1781,Student_1781,4
Semester 1,C0904969,MATH08057,Introduction to Linear Algebra,1,270,Student_270,4
Semester 1,H5856272,MATH08057,Introduction to Linear Algebra,1,983,Student_983,4
Semester 1,A8028108,MATH08057,Introduction to Linear Algebra,1,115,Student_115,4
Semester 1,D7873743,MATH08057,Introduction to Linear Algebra,1,497,Student_497,4
Semester 1,A6294824,MATH08057,Introduction to Linear Algebra,1,86,Student_86,4
Semester 1,I9026587,MATH08057,Introduction to Linear Algebra,1,1145,Student_1145,4
Semester 1,J1447839,MATH08057,Introduction to Linear Algebra,1,1176,Student_1176,4
Semester 1,H6655157,MATH08057,Introduction to Linear Algebra,1,1001,Student_1001,4
Semester 1,L3206592,MATH08057,Introduction to Linear Algebra,1,1402,Student_1402,4
Semester 1,H3165189,MATH08057,Introduction to Linear Algebra,1,951,Student_951,4
Semester 1,X6028674,MATH08057,Introduction to Linear Algebra,1,2879,Student_2879,4
Semester 1,M0244872,MATH08057,Introduction to Linear Algebra,1,1488,Student_1488,4
Semester 1,E5464017,MATH08057,Introduction to Linear Algebra,1,590,Student_590,4
Semester 1,F4414218,MATH08057,Introduction to Linear Algebra,1,685,Student_685,4
Semester 1,Q7151459,MATH08057,Introduction to Linear Algebra,1,2068,Student_2068,4
Semester 1,M6550394,MATH08057,Introduction to Linear Algebra,1,1572,Student_1572,4
Semester 1,M7119295,MATH08057,Introduction to Linear Algebra,1,1586,Student_1586,4
Semester 1,Q3439718,MATH08057,Introduction to Linear Algebra,1,2027,Student_2027,4
Semester 1,D6999653,MATH08057,Introduction to Linear Algebra,1,487,Student_487,4
Semester 1,E1496273,MATH08057,Introduction to Linear Algebra,1,535,Student_535,4
Semester 1,X4408625,MATH08057,Introduction to Linear Algebra,1,2867,Student_2867,4
Semester 1,A3881599,MATH08057,Introduction to Linear Algebra,1,47,Student_47,4
Semester 1,D4322088,MATH08057,Introduction to Linear Algebra,1,456,Student_456,4
Semester 1,O6344633,MATH08057,Introduction to Linear Algebra,1,1812,Student_1812,4
Semester 1,W2075162,MATH08057,Introduction to Linear Algebra,1,2710,Student_2710,4
Semester 1,J7839181,MATH08057,Introduction to Linear Algebra,1,1244,Student_1244,4
Semester 1,P8651687,MATH08057,Introduction to Linear Algebra,1,1976,Student_1976,4
Semester 1,E8052679,MATH08057,Introduction to Linear Algebra,1,620,Student_620,4
Semester 1,J1154184,MATH08057,Introduction to Linear Algebra,1,1172,Student_1172,4
Semester 1,K9071318,MATH08057,Introduction to Linear Algebra,1,1363,Student_1363,4
Semester 1,V5931499,MATH08057,Introduction to Linear Algebra,1,2618,Student_2618,4
Semester 1,P4892555,MATH08057,Introduction to Linear Algebra,1,1927,Student_1927,4
Semester 1,V4069923,MATH08057,Introduction to Linear Algebra,1,2594,Student_2594,4
Semester 1,B1754673,MATH08057,Introduction to Linear Algebra,1,158,Student_158,4
Semester 1,J1055405,MATH08057,Introduction to Linear Algebra,1,1170,Student_1170,4
Semester 1,X0607056,MATH08057,Introduction to Linear Algebra,1,2820,Student_2820,4
Semester 1,X4544956,MATH08057,Introduction to Linear Algebra,1,2869,Student_2869,4
Semester 1,L7412419,MATH08057,Introduction to Linear Algebra,1,1448,Student_1448,4
Semester 1,N0108182,MATH08057,Introduction to Linear Algebra,1,1622,Student_1622,4
Semester 1,T6568708,MATH08057,Introduction to Linear Algebra,1,2394,Student_2394,4
Semester 1,L7185432,MATH08057,Introduction to Linear Algebra,1,1446,Student_1446,4
Semester 1,M6659823,MATH08057,Introduction to Linear Algebra,1,1574,Student_1574,4
Semester 1,O6653444,MATH08057,Introduction to Linear Algebra,1,1817,Student_1817,4
Semester 1,P2331884,MATH08057,Introduction to Linear Algebra,1,1886,Student_1886,4
Semester 1,H9899695,MATH08057,Introduction to Linear Algebra,1,1048,Student_1048,4
Semester 1,T4510771,MATH08057,Introduction to Linear Algebra,1,2365,Student_2365,4
Semester 1,C8906918,MATH08057,Introduction to Linear Algebra,1,380,Student_380,4
Semester 1,G2907753,MATH08057,Introduction to Linear Algebra,1,807,Student_807,4
Semester 1,M4946254,MATH08057,Introduction to Linear Algebra,1,1551,Student_1551,4
Semester 1,G8182139,MATH08057,Introduction to Linear Algebra,1,864,Student_864,4
Semester 1,V6069007,MATH08057,Introduction to Linear Algebra,1,2621,Student_2621,4
Semester 1,M5564044,MATH08057,Introduction to Linear Algebra,1,1562,Student_1562,4
Semester 1,D6318586,MATH08057,Introduction to Linear Algebra,1,482,Student_482,4
Semester 1,L1164651,MATH08057,Introduction to Linear Algebra,1,1383,Student_1383,4
Semester 1,F7090916,MATH08057,Introduction to Linear Algebra,1,721,Student_721,4
Semester 1,O2072141,MATH08057,Introduction to Linear Algebra,1,1766,Student_1766,4
Semester 1,N6035880,MATH08057,Introduction to Linear Algebra,1,1700,Student_1700,4
Semester 1,B3213408,MATH08057,Introduction to Linear Algebra,1,178,Student_178,4
Semester 1,Z7694903,MATH08057,Introduction to Linear Algebra,1,3130,Student_3130,4
Semester 1,Z4000689,MATH08057,Introduction to Linear Algebra,1,3081,Student_3081,4
Semester 1,K2781325,MATH08057,Introduction to Linear Algebra,1,1300,Student_1300,4
Semester 1,N2114131,MATH08057,Introduction to Linear Algebra,1,1643,Student_1643,4
Semester 1,G8030552,MATH08057,Introduction to Linear Algebra,1,863,Student_863,4
Semester 1,M6486450,MATH08057,Introduction to Linear Algebra,1,1571,Student_1571,4
Semester 1,C8202612,MATH08057,Introduction to Linear Algebra,1,363,Student_363,4
Semester 1,I8038763,MATH08057,Introduction to Linear Algebra,1,1137,Student_1137,4
Semester 1,P0657463,MATH08057,Introduction to Linear Algebra,1,1862,Student_1862,4
Semester 1,Y4507042,MATH08057,Introduction to Linear Algebra,1,2970,Student_2970,4
Semester 1,F4679794,MATH08057,Introduction to Linear Algebra,1,690,Student_690,4
Semester 1,K1859600,MATH08057,Introduction to Linear Algebra,1,1285,Student_1285,4
Semester 1,V6703204,MATH08057,Introduction to Linear Algebra,1,2639,Student_2639,4
Semester 1,S4618628,MATH08057,Introduction to Linear Algebra,1,2256,Student_2256,4
Semester 1,H9038501,MATH08057,Introduction to Linear Algebra,1,1037,Student_1037,4
Semester 1,A7565595,MATH08057,Introduction to Linear Algebra,1,108,Student_108,4
Semester 1,P3159882,MATH08057,Introduction to Linear Algebra,1,1894,Student_1894,4
Semester 1,C0139901,MATH08057,Introduction to Linear Algebra,1,258,Student_258,4
Semester 1,W1330593,MATH08057,Introduction to Linear Algebra,1,2699,Student_2699,4
Semester 1,K8960972,MATH08057,Introduction to Linear Algebra,1,1361,Student_1361,4
Semester 1,D3638878,MATH08057,Introduction to Linear Algebra,1,442,Student_442,4
Semester 1,P8441811,MATH08057,Introduction to Linear Algebra,1,1970,Student_1970,4
Semester 1,E7993144,MATH08057,Introduction to Linear Algebra,1,618,Student_618,4
Semester 1,Q3556767,MATH08057,Introduction to Linear Algebra,1,2032,Student_2032,4
Semester 1,O4136968,MATH08057,Introduction to Linear Algebra,1,1790,Student_1790,4
Semester 1,T1492905,MATH08057,Introduction to Linear Algebra,1,2334,Student_2334,4
Semester 1,B5857471,MATH08057,Introduction to Linear Algebra,1,210,Student_210,4
Semester 1,R8606498,MATH08057,Introduction to Linear Algebra,1,2196,Student_2196,4
Semester 1,Z4400014,MATH08057,Introduction to Linear Algebra,1,3089,Student_3089,4
Semester 1,R4747364,MATH08057,Introduction to Linear Algebra,1,2153,Student_2153,4
Semester 1,L4423774,MATH08057,Introduction to Linear Algebra,1,1419,Student_1419,4
Semester 1,W1564444,MATH08057,Introduction to Linear Algebra,1,2702,Student_2702,4
Semester 1,H4027813,MATH08057,Introduction to Linear Algebra,1,960,Student_960,4
Semester 1,F1488721,MATH08057,Introduction to Linear Algebra,1,662,Student_662,4
Semester 1,H7624719,MATH08057,Introduction to Linear Algebra,1,1018,Student_1018,4
Semester 1,K5163568,MATH08057,Introduction to Linear Algebra,1,1322,Student_1322,4
Semester 1,Z6520463,MATH08057,Introduction to Linear Algebra,1,3110,Student_3110,4
Semester 1,B4711508,MATH08057,Introduction to Linear Algebra,1,190,Student_190,4
Semester 1,K6225560,MATH08057,Introduction to Linear Algebra,1,1332,Student_1332,4
Semester 1,A4211341,MATH08057,Introduction to Linear Algebra,1,51,Student_51,4
Semester 1,H2226331,MATH08057,Introduction to Linear Algebra,1,937,Student_937,4
Semester 1,E1305488,MATH08057,Introduction to Linear Algebra,1,533,Student_533,4
Semester 1,O2969994,MATH08057,Introduction to Linear Algebra,1,1779,Student_1779,4
Semester 1,P4552889,MATH08057,Introduction to Linear Algebra,1,1919,Student_1919,4
Semester 1,G7707029,MATH08057,Introduction to Linear Algebra,1,859,Student_859,4
Semester 1,Q9555145,MATH08057,Introduction to Linear Algebra,1,2096,Student_2096,4
Semester 1,V8525284,MATH08057,Introduction to Linear Algebra,1,2663,Student_2663,4
Semester 1,P5974702,MATH08057,Introduction to Linear Algebra,1,1944,Student_1944,4
Semester 1,R0002902,MATH08057,Introduction to Linear Algebra,1,2103,Student_2103,4
Semester 1,R7021386,MATH08057,Introduction to Linear Algebra,1,2178,Student_2178,4
Semester 1,D3934860,MATH08057,Introduction to Linear Algebra,1,444,Student_444,4
Semester 1,Z5464583,MATH08057,Introduction to Linear Algebra,1,3101,Student_3101,4
Semester 1,U8520839,MATH08057,Introduction to Linear Algebra,1,2522,Student_2522,4
Semester 1,J5685309,MATH08057,Introduction to Linear Algebra,1,1220,Student_1220,4
Semester 1,O4754963,MATH08057,Introduction to Linear Algebra,1,1796,Student_1796,4
Semester 1,K5924993,MATH08057,Introduction to Linear Algebra,1,1328,Student_1328,4
Semester 1,A4466744,MATH08057,Introduction to Linear Algebra,1,56,Student_56,4
Semester 1,K6393876,MATH08057,Introduction to Linear Algebra,1,1337,Student_1337,4
Semester 1,K5747256,MATH08057,Introduction to Linear Algebra,1,1324,Student_1324,4
Semester 1,C6464645,MATH08057,Introduction to Linear Algebra,1,343,Student_343,4
Semester 1,M1156354,MATH08057,Introduction to Linear Algebra,1,1500,Student_1500,4
Semester 1,T0806663,MATH08057,Introduction to Linear Algebra,1,2322,Student_2322,4
Semester 1,R7030978,MATH08057,Introduction to Linear Algebra,1,2179,Student_2179,4
Semester 1,G1723443,MATH08057,Introduction to Linear Algebra,1,794,Student_794,4
Semester 1,S5138854,MATH08057,Introduction to Linear Algebra,1,2262,Student_2262,4
Semester 1,F2558057,MATH08057,Introduction to Linear Algebra,1,670,Student_670,4
Semester 1,W1208102,MATH08057,Introduction to Linear Algebra,1,2696,Student_2696,4
Semester 1,I6058298,MATH08057,Introduction to Linear Algebra,1,1113,Student_1113,4
Semester 1,R4380748,MATH08057,Introduction to Linear Algebra,1,2147,Student_2147,4
Semester 1,N4372505,MATH08057,Introduction to Linear Algebra,1,1671,Student_1671,4
Semester 1,R4566741,MATH08057,Introduction to Linear Algebra,1,2149,Student_2149,4
Semester 1,H1602104,MATH08057,Introduction to Linear Algebra,1,922,Student_922,4
Semester 1,I2017758,MATH08057,Introduction to Linear Algebra,1,1063,Student_1063,4
Semester 1,L4693049,MATH08057,Introduction to Linear Algebra,1,1422,Student_1422,4
Semester 1,A6675500,MATH08057,Introduction to Linear Algebra,1,91,Student_91,4
Semester 1,I9909083,MATH08057,Introduction to Linear Algebra,1,1158,Student_1158,4
Semester 1,M7061026,MATH08057,Introduction to Linear Algebra,1,1582,Student_1582,4
Semester 1,Z4817499,MATH08057,Introduction to Linear Algebra,1,3093,Student_3093,4
Semester 1,P7255292,MATH08057,Introduction to Linear Algebra,1,1961,Student_1961,4
Semester 1,Z2791585,MATH08057,Introduction to Linear Algebra,1,3061,Student_3061,4
Semester 1,R3373058,MATH08057,Introduction to Linear Algebra,1,2135,Student_2135,4
Semester 1,M8979523,MATH08057,Introduction to Linear Algebra,1,1608,Student_1608,4
Semester 1,U6920992,MATH08057,Introduction to Linear Algebra,1,2505,Student_2505,4
Semester 1,H7610058,MATH08057,Introduction to Linear Algebra,1,1017,Student_1017,4
Semester 1,S5920064,MATH08057,Introduction to Linear Algebra,1,2270,Student_2270,4
Semester 1,A0057279,MATH08057,Introduction to Linear Algebra,1,2,Student_2,4
Semester 1,H1110440,MATH08057,Introduction to Linear Algebra,1,905,Student_905,4
Semester 1,Y8766521,MATH08057,Introduction to Linear Algebra,1,3009,Student_3009,4
Semester 1,U8849241,MATH08057,Introduction to Linear Algebra,1,2526,Student_2526,4
Semester 1,E6991298,MATH08057,Introduction to Linear Algebra,1,608,Student_608,4
Semester 1,C1807582,MATH08057,Introduction to Linear Algebra,1,281,Student_281,4
Semester 1,S9626991,MATH08057,Introduction to Linear Algebra,1,2307,Student_2307,4
Semester 1,T1369580,MATH08057,Introduction to Linear Algebra,1,2332,Student_2332,4
Semester 1,T6456730,MATH08057,Introduction to Linear Algebra,1,2390,Student_2390,4
Semester 1,V6244229,MATH08057,Introduction to Linear Algebra,1,2629,Student_2629,4
Semester 1,F9244509,MATH08057,Introduction to Linear Algebra,1,752,Student_752,4
Semester 1,Q8369020,MATH08057,Introduction to Linear Algebra,1,2081,Student_2081,4
Semester 1,W6408650,MATH08057,Introduction to Linear Algebra,1,2758,Student_2758,4
Semester 1,N5210360,MATH08063,Several Variable Calculus and Differential Equations,2,1685,Student_1685,8
Semester 1,Y0123448,MATH10100,Introduction to Partial Differential Equations,4,2919,Student_2919,51
Semester 1,Q8321216,MATH10100,Introduction to Partial Differential Equations,4,2079,Student_2079,51
Semester 1,G9269138,MATH10100,Introduction to Partial Differential Equations,4,876,Student_876,51
Semester 1,S6330131,MATH10100,Introduction to Partial Differential Equations,4,2278,Student_2278,51
Semester 1,D8805280,MATH10100,Introduction to Partial Differential Equations,4,510,Student_510,51
Semester 1,D5542585,MATH10100,Introduction to Partial Differential Equations,4,474,Student_474,51
Semester 1,V8487967,MATH10100,Introduction to Partial Differential Equations,4,2661,Student_2661,51
Semester 1,M2573385,MATH10100,Introduction to Partial Differential Equations,4,1522,Student_1522,51
Semester 1,K6734025,MATH10100,Introduction to Partial Differential Equations,4,1341,Student_1341,51
Semester 1,Q5147942,MATH10100,Introduction to Partial Differential Equations,4,2048,Student_2048,51
Semester 1,R7483341,MATH10100,Introduction to Partial Differential Equations,4,2183,Student_2183,51
Semester 1,N3847477,MATH10100,Introduction to Partial Differential Equations,4,1665,Student_1665,51
Semester 1,X0795332,MATH10100,Introduction to Partial Differential Equations,4,2822,Student_2822,51
Semester 1,Z6610013,MATH10100,Introduction to Partial Differential Equations,4,3114,Student_3114,51
Semester 1,B5360766,MATH10100,Introduction to Partial Differential Equations,4,201,Student_201,51
Semester 1,M3953704,MATH10100,Introduction to Partial Differential Equations,4,1535,Student_1535,51
Semester 1,I9580560,MATH10100,Introduction to Partial Differential Equations,4,1155,Student_1155,51
Semester 1,G8931250,MATH10100,Introduction to Partial Differential Equations,4,871,Student_871,51
Semester 1,J3296673,MATH10100,Introduction to Partial Differential Equations,4,1189,Student_1189,51
Semester 1,Q3428717,MATH10100,Introduction to Partial Differential Equations,4,2026,Student_2026,51
Semester 1,Q8739109,MATH10100,Introduction to Partial Differential Equations,4,2087,Student_2087,51
Semester 1,O6651562,MATH10100,Introduction to Partial Differential Equations,4,1816,Student_1816,51
Semester 1,M1644901,MATH10100,Introduction to Partial Differential Equations,4,1507,Student_1507,51
Semester 1,P5762792,MATH10100,Introduction to Partial Differential Equations,4,1940,Student_1940,51
Semester 1,C7467481,MATH10100,Introduction to Partial Differential Equations,4,351,Student_351,51
Semester 1,F4615471,MATH10100,Introduction to Partial Differential Equations,4,689,Student_689,51
Semester 1,D0243420,MATH10100,Introduction to Partial Differential Equations,4,396,Student_396,51
Semester 1,B6911678,MATH10100,Introduction to Partial Differential Equations,4,223,Student_223,51
Semester 1,P4969384,MATH10100,Introduction to Partial Differential Equations,4,1928,Student_1928,51
Semester 1,X8624304,MATH10100,Introduction to Partial Differential Equations,4,2898,Student_2898,51
Semester 1,C5600306,MATH10100,Introduction to Partial Differential Equations,4,333,Student_333,51
Semester 1,N0810985,MATH10100,Introduction to Partial Differential Equations,4,1629,Student_1629,51
Semester 1,F6133514,MATH10100,Introduction to Partial Differential Equations,4,705,Student_705,51
Semester 1,N5253665,MATH08066,Probability,2,1686,Student_1686,11
Semester 1,N5253665,MATH08063,Several Variable Calculus and Differential Equations,2,1686,Student_1686,8
Semester 1,N5963645,MATH08068,Facets of Mathematics,2,1698,Student_1698,12
Semester 1,N5963645,MATH08066,Probability,2,1698,Student_1698,11
Semester 1,N5963645,MATH08063,Several Variable Calculus and Differential Equations,2,1698,Student_1698,8
Semester 1,N7446640,MATH08068,Facets of Mathematics,2,1718,Student_1718,12
Semester 1,N7446640,MATH08066,Probability,2,1718,Student_1718,11
Semester 1,N7446640,MATH08063,Several Variable Calculus and Differential Equations,2,1718,Student_1718,8
Semester 1,N8955279,MATH08066,Probability,2,1735,Student_1735,11
Semester 1,N8955279,MATH08063,Several Variable Calculus and Differential Equations,2,1735,Student_1735,8
Semester 1,N9008188,MATH08068,Facets of Mathematics,2,1736,Student_1736,12
Semester 1,N9008188,MATH08066,Probability,2,1736,Student_1736,11
Semester 1,N9008188,MATH08063,Several Variable Calculus and Differential Equations,2,1736,Student_1736,8
Semester 1,N9520318,MATH08068,Facets of Mathematics,2,1741,Student_1741,12
Semester 1,N9520318,MATH08066,Probability,2,1741,Student_1741,11
Semester 1,N9520318,MATH08063,Several Variable Calculus and Differential Equations,2,1741,Student_1741,8
Semester 1,O0417827,MATH08066,Probability,2,1748,Student_1748,11
Semester 1,O0417827,MATH08063,Several Variable Calculus and Differential Equations,2,1748,Student_1748,8
Semester 1,O0797098,MATH08066,Probability,2,1752,Student_1752,11
Semester 1,O0797098,MATH08063,Several Variable Calculus and Differential Equations,2,1752,Student_1752,8
Semester 1,O1331740,MATH08068,Facets of Mathematics,2,1755,Student_1755,12
Semester 1,O1331740,MATH08066,Probability,2,1755,Student_1755,11
Semester 1,O1331740,MATH08063,Several Variable Calculus and Differential Equations,2,1755,Student_1755,8
Semester 1,O1964715,MATH08068,Facets of Mathematics,2,1765,Student_1765,12
Semester 1,O1964715,MATH08066,Probability,2,1765,Student_1765,11
Semester 1,O1964715,MATH08063,Several Variable Calculus and Differential Equations,2,1765,Student_1765,8
Semester 1,O2354129,MATH08068,Facets of Mathematics,2,1768,Student_1768,12
Semester 1,O2354129,MATH08066,Probability,2,1768,Student_1768,11
Semester 1,O2354129,MATH08063,Several Variable Calculus and Differential Equations,2,1768,Student_1768,8
Semester 1,O2476365,MATH08066,Probability,2,1772,Student_1772,11
Semester 1,O2476365,MATH08063,Several Variable Calculus and Differential Equations,2,1772,Student_1772,8
Semester 1,N5025691,MATH07004,Introductory Mathematics with Applications,1,1681,Student_1681,2
Semester 1,O3135549,MATH08062,Accelerated Algebra and Calculus for Direct Entry,2,1782,Student_1782,7
Semester 1,O3135549,MATH08071,Accelerated Proofs and Problem Solving,2,1782,Student_1782,13
Semester 1,Q9877800,MATH07004,Introductory Mathematics with Applications,1,2099,Student_2099,2
Semester 1,M0431046,MATH07004,Introductory Mathematics with Applications,1,1491,Student_1491,2
Semester 1,C7193787,MATH07004,Introductory Mathematics with Applications,1,347,Student_347,2
Semester 1,Z6136865,MATH07004,Introductory Mathematics with Applications,1,3106,Student_3106,2
Semester 1,Z3556868,MATH07004,Introductory Mathematics with Applications,1,3077,Student_3077,2
Semester 1,H0118810,MATH07004,Introductory Mathematics with Applications,1,891,Student_891,2
Semester 1,B4752710,MATH07004,Introductory Mathematics with Applications,1,192,Student_192,2
Semester 1,H7277763,MATH07004,Introductory Mathematics with Applications,1,1011,Student_1011,2
Semester 1,O3135549,MATH08066,Probability,2,1782,Student_1782,11
Semester 1,O3135549,MATH08063,Several Variable Calculus and Differential Equations,2,1782,Student_1782,8
Semester 1,V3773460,MATH07004,Introductory Mathematics with Applications,1,2591,Student_2591,2
Semester 1,Z4132431,MATH07004,Introductory Mathematics with Applications,1,3084,Student_3084,2
Semester 1,E5787906,MATH07004,Introductory Mathematics with Applications,1,593,Student_593,2
Semester 1,Z3531495,MATH07004,Introductory Mathematics with Applications,1,3074,Student_3074,2
Semester 1,W6683810,MATH07004,Introductory Mathematics with Applications,1,2762,Student_2762,2
Semester 1,W7057449,MATH07004,Introductory Mathematics with Applications,1,2767,Student_2767,2
Semester 1,U3413189,MATH07004,Introductory Mathematics with Applications,1,2471,Student_2471,2
Semester 1,Z0842387,MATH07004,Introductory Mathematics with Applications,1,3029,Student_3029,2
Semester 1,S7051400,MATH07004,Introductory Mathematics with Applications,1,2282,Student_2282,2
Semester 1,T7166953,MATH07004,Introductory Mathematics with Applications,1,2401,Student_2401,2
